,sum_assured,Num_Policies,prem_rate_per1000,policy_fees,policy_Init_comm,policy_yearly_comm,acq_direct_expenses,acq_indirect_expense,main_direct_expenses,main_indirect_expenses,Total_years,discount_rate,asset_ret_rate,CSM_ret_Rate,risk_adjst_rate,mortality,lapse
53,239000,1,0.56,66,0.709152334,0.04355956,70,68,20,20,22,0.037817688,0.044394012,0.041246992,0.113026729,0.0006474,0.053662538
54,185000,1,0.91,84,0.50175291,0.043455927,46,58,22,20,22,0.043009671,0.044116261,0.037952878,0.089650751,0.000424894,0.04889316
55,200000,1,0.72,67,0.440011635,0.022342558,61,54,35,20,22,0.041726445,0.04606856,0.041413202,0.097670424,0.000433518,0.053716941
56,156000,1,0.77,70,0.567174659,0.022909599,44,53,35,20,22,0.04151572,0.040472458,0.039674891,0.090842277,0.00048956,0.056371869
57,213000,1,0.54,86,0.40294355,0.076712717,63,66,28,20,22,0.040722172,0.043003895,0.037897407,0.11044373,0.000551793,0.042090125
58,212000,1,0.54,94,0.534110317,0.051432074,40,60,24,20,22,0.038589047,0.041546619,0.042200768,0.107213828,0.000614932,0.049565928
59,192000,1,0.95,97,0.696115383,0.06913005,46,70,23,20,22,0.042313782,0.043556703,0.035898465,0.100487284,0.000480372,0.058969402
60,245000,1,0.89,77,0.769106564,0.073584425,41,56,24,20,22,0.04474635,0.048636199,0.042021044,0.116387372,0.000682401,0.054777034
61,197000,1,0.72,61,0.594910781,0.073879807,45,59,23,20,22,0.042402899,0.049382288,0.035379856,0.112182645,0.000547111,0.056256557
62,227000,1,0.56,77,0.42759376,0.057321592,42,62,25,20,22,0.041325254,0.041115652,0.044595515,0.089462784,0.00052002,0.049797763
63,225000,1,0.71,100,0.682987505,0.06256853,49,69,29,20,22,0.035785278,0.042314201,0.040037839,0.111680271,0.000559507,0.048341054
64,231000,1,0.74,100,0.712951387,0.057837811,65,70,34,20,22,0.039922748,0.040410724,0.040099106,0.098367491,0.00068647,0.043451681
65,192000,1,0.81,66,0.746214534,0.079500736,41,66,21,20,22,0.035788394,0.042613055,0.038950622,0.094406842,0.000615156,0.040700812
66,248000,1,0.81,69,0.626123859,0.045395511,52,65,27,20,22,0.035745171,0.040182699,0.036245699,0.096658376,0.000489123,0.058186706
67,165000,1,0.54,79,0.68389686,0.03779933,41,64,20,20,22,0.043448877,0.045157034,0.041691244,0.106353311,0.000500624,0.046147367
68,170000,1,0.66,59,0.579170708,0.052550073,49,69,38,20,22,0.038379473,0.046656578,0.040069851,0.097733973,0.000547908,0.053599816
69,220000,1,0.59,79,0.470643967,0.029528319,69,62,26,20,22,0.036856586,0.046332431,0.037183501,0.107046557,0.000576152,0.056774847
70,150000,1,0.78,50,0.798446775,0.052526507,52,53,29,20,22,0.044891798,0.048975586,0.036610955,0.104977062,0.000557847,0.057904827
71,207000,1,0.65,99,0.726770501,0.043383431,41,63,27,20,22,0.044608696,0.047055426,0.037241432,0.082969716,0.000460342,0.047977325
72,192000,1,0.69,58,0.621081396,0.074421613,62,59,34,20,22,0.040219374,0.048972225,0.042799835,0.105090071,0.000421673,0.044952734
73,157000,1,0.71,84,0.705480761,0.045645057,65,60,23,20,22,0.042223477,0.044504556,0.040991934,0.080140535,0.000545112,0.058470008
74,153000,1,0.55,53,0.433892204,0.038065338,63,55,20,20,22,0.040787357,0.046174246,0.036435728,0.103943169,0.00062629,0.042656753
75,198000,1,0.77,99,0.575249794,0.062860227,54,67,35,20,22,0.042359315,0.041043572,0.037296259,0.10093761,0.000598921,0.056629168
76,204000,1,0.79,87,0.662047325,0.072438584,49,50,30,20,22,0.040901878,0.044030042,0.03517531,0.095644093,0.000505728,0.044404764
77,215000,1,0.89,100,0.487543119,0.046823871,66,65,28,20,22,0.041644355,0.040605774,0.039049027,0.108078561,0.0005888,0.047134028
78,189000,1,0.9,66,0.751062384,0.035294051,50,56,28,20,22,0.035283488,0.047876237,0.040545573,0.080164397,0.000626805,0.050659864
79,175000,1,0.83,97,0.529438824,0.068332869,48,62,20,20,22,0.043558514,0.045642972,0.040281519,0.118906654,0.000575852,0.050729073
80,211000,1,0.86,78,0.560700069,0.02594089,54,51,39,20,22,0.044907232,0.045809567,0.036680345,0.11188531,0.0004554,0.056367999
81,172000,1,0.63,70,0.796748815,0.036682555,40,66,28,20,22,0.044163171,0.048600732,0.042129239,0.099244292,0.000581705,0.056756979
82,203000,1,0.79,50,0.747665329,0.051966819,58,69,22,20,22,0.04290334,0.042680316,0.035620511,0.116826952,0.000504137,0.047072452
83,200000,1,0.64,67,0.483589783,0.022553832,61,67,20,20,22,0.040215486,0.041239604,0.042363347,0.11989791,0.000625772,0.04288465
84,240000,1,0.51,58,0.612082632,0.047232417,49,51,33,20,22,0.035933388,0.042199734,0.037297209,0.081925337,0.000683831,0.054864776
85,207000,1,0.84,57,0.408026722,0.041923053,49,51,25,20,22,0.038847407,0.047418804,0.041799173,0.08738525,0.000513932,0.055553256
86,169000,1,0.7,57,0.508586761,0.057924633,58,69,25,20,22,0.041548846,0.047878106,0.038799961,0.084532938,0.000637063,0.045340407
87,158000,1,0.7,89,0.669092865,0.02993763,46,63,40,20,22,0.039875055,0.045536208,0.044313881,0.114469389,0.00058594,0.058788465
88,164000,1,0.61,97,0.528676917,0.070231009,56,57,32,20,22,0.036098094,0.049112074,0.042619087,0.100795309,0.000609532,0.046292921
89,188000,1,0.87,97,0.417972562,0.029360159,48,64,25,20,22,0.041649342,0.048280072,0.037422119,0.106530614,0.000589783,0.059201657
90,169000,1,0.54,86,0.791943857,0.069914415,45,69,34,20,22,0.036032496,0.043937589,0.037247058,0.101945305,0.000658216,0.051648784
91,241000,1,0.84,68,0.569607889,0.073925411,66,51,27,20,22,0.043121452,0.048122898,0.036023939,0.097450699,0.00047445,0.040739885
92,153000,1,0.61,90,0.704643484,0.066770082,49,56,24,20,22,0.042442585,0.042138565,0.044359955,0.118626617,0.000651744,0.04058506
93,224000,1,0.69,52,0.59974858,0.044932486,70,68,33,20,22,0.043922378,0.0431591,0.043506638,0.081218194,0.000620052,0.05509496
94,204000,1,0.74,79,0.592038461,0.053295439,58,67,29,20,22,0.039291699,0.047144664,0.040386898,0.080808512,0.000574039,0.057724115
95,191000,1,0.67,94,0.487624,0.028026644,63,53,31,20,22,0.038566578,0.046725102,0.039097686,0.087283516,0.000630869,0.050313607
96,228000,1,0.92,80,0.659352256,0.047243291,41,53,22,20,22,0.0428233,0.040776406,0.043038666,0.105552381,0.000492057,0.051390619
97,245000,1,0.94,96,0.443001702,0.036079178,47,65,32,20,22,0.038826501,0.041613767,0.038400788,0.087095138,0.00041169,0.058826749
98,247000,1,0.85,74,0.664739607,0.059356254,53,59,35,20,22,0.041294453,0.049765524,0.039527669,0.106874344,0.000436457,0.058048424
99,230000,1,0.89,72,0.742274288,0.033228527,41,59,27,20,22,0.035348555,0.042510893,0.041799829,0.103555263,0.000490474,0.043296619
100,230000,1,0.87,93,0.701412507,0.028711155,40,61,24,20,22,0.038200553,0.045200394,0.044422055,0.091714486,0.000479331,0.059698364
101,184000,1,0.72,90,0.42581764,0.071162439,65,70,36,20,22,0.038332432,0.044504897,0.035070376,0.086282159,0.000674666,0.044084643
102,192000,1,0.53,97,0.614219604,0.042133896,51,66,36,20,22,0.037361206,0.044765197,0.040664857,0.090970937,0.000572266,0.058358424
103,160000,1,0.63,54,0.553620681,0.059108543,52,70,30,20,22,0.035980354,0.040706452,0.041316319,0.09121684,0.000579748,0.043124447
104,217000,1,0.89,62,0.497922206,0.060183858,42,63,32,20,22,0.035838563,0.04054969,0.042986244,0.111356425,0.000657478,0.051267926
105,166000,1,0.54,57,0.441506804,0.059150078,63,60,39,20,22,0.041231239,0.049748663,0.03520501,0.101870054,0.000507749,0.055101345
106,195000,1,0.5,76,0.78063113,0.02950601,51,52,38,20,22,0.044642578,0.041781578,0.038332253,0.117068872,0.000593031,0.050025954
107,233000,1,0.82,56,0.76976019,0.032459679,68,67,31,20,22,0.039638048,0.046415582,0.035334665,0.10274731,0.000631007,0.054609551
108,200000,1,0.6,88,0.693046653,0.054666571,56,62,36,20,22,0.038087923,0.043018085,0.040454465,0.082675569,0.000443392,0.054950997
109,184000,1,0.86,55,0.709458519,0.075537776,47,53,26,20,22,0.041587057,0.040725553,0.041622629,0.082341496,0.000422737,0.051394273
110,222000,1,0.58,53,0.755902914,0.076184209,65,69,29,20,22,0.041860446,0.045211517,0.035668976,0.092666801,0.000407271,0.054201913
111,163000,1,0.69,63,0.607752183,0.042001366,61,65,32,20,22,0.04447835,0.043886911,0.036781575,0.103412953,0.000455786,0.049085964
112,174000,1,0.71,77,0.723802805,0.070138565,64,53,39,20,22,0.040688572,0.04320878,0.044535496,0.098793266,0.000439791,0.055418177
113,158000,1,0.5,89,0.522931187,0.028362784,47,62,27,20,22,0.038350578,0.040929731,0.043533127,0.100667168,0.000683036,0.053825464
114,173000,1,0.54,81,0.7918767,0.04433234,52,63,24,20,22,0.043338186,0.048798681,0.04425187,0.094508852,0.00062376,0.058204358
115,246000,1,0.51,67,0.631547486,0.060483123,58,69,21,20,22,0.039922809,0.047965466,0.040278779,0.082281806,0.000589919,0.043398452
116,205000,1,0.95,82,0.558983249,0.064363724,66,63,35,20,22,0.038843893,0.041995728,0.042580812,0.11886447,0.000412007,0.0479789
117,164000,1,0.73,80,0.606014241,0.03158906,47,62,40,20,22,0.040198839,0.047938375,0.035381096,0.116950208,0.000421025,0.045875029
118,245000,1,0.87,85,0.472108866,0.076922449,54,51,29,20,22,0.039194582,0.040326774,0.042586473,0.090904237,0.000463566,0.055439879
119,160000,1,0.67,55,0.560995819,0.026380623,57,62,30,20,22,0.03696906,0.045637892,0.04038691,0.091360832,0.000474104,0.040071452
120,179000,1,0.87,76,0.747108976,0.042794904,53,56,33,20,22,0.042765155,0.04874735,0.043496182,0.104617994,0.000406613,0.056839734
121,213000,1,0.61,50,0.477515684,0.077083478,47,54,29,20,22,0.03613258,0.046214633,0.038893564,0.113172868,0.000599376,0.059664144
122,249000,1,0.63,63,0.572050184,0.02980973,66,57,29,20,22,0.044802421,0.042614883,0.035364827,0.116974091,0.00061476,0.056254197
123,205000,1,0.86,100,0.791761573,0.024106158,41,64,23,20,22,0.040534404,0.049819127,0.036148243,0.11328923,0.000440284,0.051293258
124,190000,1,0.94,51,0.584634978,0.0752285,53,51,26,20,22,0.038842299,0.047725437,0.036279472,0.103883024,0.000485941,0.042708611
125,249000,1,0.65,90,0.516064994,0.041014644,44,57,25,20,22,0.03508261,0.04865652,0.041032302,0.1054951,0.000447096,0.051871621
126,207000,1,0.51,85,0.450459472,0.073380919,57,56,30,20,22,0.04162072,0.04418538,0.043900414,0.094237456,0.00059834,0.053976427
127,176000,1,0.64,57,0.529248521,0.043934765,42,65,23,20,22,0.039792321,0.046512779,0.039249164,0.081786752,0.000467903,0.051995149
128,183000,1,0.73,75,0.622400762,0.022836263,40,62,25,20,22,0.036091824,0.048719098,0.041663112,0.094644987,0.000566503,0.053757895
129,225000,1,0.7,78,0.436093844,0.07622424,63,52,34,20,22,0.038451398,0.041129143,0.044926393,0.1154563,0.000625284,0.048131914
130,195000,1,0.76,87,0.547636423,0.050036583,42,52,36,20,22,0.036061868,0.046575244,0.035528092,0.083782986,0.000655704,0.045365565
131,234000,1,0.67,99,0.540287337,0.033769194,59,50,34,20,22,0.044033925,0.044991585,0.04440348,0.104287728,0.000455041,0.044689589
132,181000,1,0.61,99,0.505998909,0.028718202,42,64,31,20,22,0.039292125,0.040331652,0.037628873,0.082737561,0.000619193,0.040318792
133,179000,1,0.62,72,0.68681591,0.036429688,45,60,33,20,22,0.044797837,0.040144239,0.04034017,0.085666838,0.000501336,0.04048688
134,155000,1,0.86,64,0.4671025,0.043331034,64,59,20,20,22,0.036152119,0.043470962,0.042377828,0.1113355,0.000522511,0.054993298
135,224000,1,0.63,80,0.632330469,0.03337766,55,59,27,20,22,0.038236015,0.045580435,0.035307521,0.09789431,0.000426866,0.040116614
136,242000,1,0.68,80,0.411257522,0.04147711,51,53,38,20,22,0.043643644,0.048230814,0.039806477,0.091133491,0.00052049,0.044012481
137,160000,1,0.77,53,0.718407475,0.052478346,42,52,31,20,22,0.041046347,0.049704206,0.043750758,0.081772073,0.000662478,0.050934578
138,176000,1,0.53,53,0.457552867,0.025048554,62,54,36,20,22,0.035354284,0.046073834,0.04081776,0.088701951,0.000455859,0.055034008
139,208000,1,0.69,81,0.666285754,0.079866538,68,70,38,20,22,0.043656036,0.044307546,0.038101644,0.093727768,0.000423251,0.047126491
140,230000,1,0.7,64,0.667107199,0.045557326,51,58,29,20,22,0.043258016,0.044352163,0.04177475,0.084746837,0.000505209,0.047193947
141,159000,1,0.89,71,0.584887708,0.036302104,56,69,32,20,22,0.038856918,0.045449058,0.036990514,0.081741244,0.000412751,0.052437819
142,210000,1,0.93,76,0.664842913,0.073818972,58,55,20,20,22,0.041029864,0.048650696,0.036051981,0.119532811,0.000592877,0.046185932
143,198000,1,0.69,53,0.738307697,0.046107184,55,69,35,20,22,0.036369502,0.04276872,0.04046838,0.098793839,0.000641632,0.04396978
144,222000,1,0.93,72,0.697324002,0.062115982,66,61,38,20,22,0.039350407,0.04192105,0.039833607,0.081695349,0.000655739,0.056745639
145,221000,1,0.69,71,0.691906328,0.044239305,45,50,39,20,22,0.035080859,0.042137315,0.04130684,0.106760211,0.000534785,0.05280187
146,174000,1,0.74,85,0.792914924,0.067752592,49,57,20,20,22,0.043335681,0.04966306,0.036452073,0.117605383,0.000599321,0.047160218
147,217000,1,0.59,68,0.79304053,0.060603338,58,70,24,20,22,0.039480116,0.048819538,0.037951081,0.11087106,0.000599955,0.046870476
148,228000,1,0.52,73,0.543215134,0.070037332,50,64,35,20,22,0.041175424,0.048255854,0.042522328,0.090658898,0.000463257,0.05120858
149,206000,1,0.59,94,0.446196513,0.047895172,61,50,40,20,22,0.038240639,0.047712821,0.044896319,0.082585013,0.000641058,0.059042903
150,228000,1,0.77,53,0.409101288,0.045621136,46,61,22,20,22,0.036953674,0.041092127,0.037359887,0.110080255,0.000464087,0.048375024
151,220000,1,0.54,58,0.695166559,0.059909351,58,50,27,20,22,0.03668952,0.047736029,0.041037772,0.089942226,0.000603096,0.056020811
152,153000,1,0.57,84,0.47003544,0.056362748,41,66,39,20,22,0.040408974,0.048193575,0.03716796,0.109856316,0.000695331,0.042663823
153,175000,1,0.89,83,0.438569974,0.067382399,59,57,20,20,22,0.039358232,0.04052762,0.037100209,0.114211426,0.00046452,0.057132203
154,180000,1,0.62,99,0.749639191,0.062585102,52,51,36,20,22,0.036510209,0.049274803,0.0407725,0.112643603,0.000435969,0.052689978
155,240000,1,0.5,74,0.796566623,0.064723684,49,69,25,20,22,0.037565413,0.040468856,0.043805253,0.099872006,0.00064136,0.054062208
156,194000,1,0.54,80,0.571281246,0.022260035,40,61,27,20,22,0.042994385,0.042603182,0.043973834,0.081273948,0.000438745,0.04500291
157,249000,1,0.82,63,0.705921137,0.051664747,69,66,35,20,22,0.036704049,0.048303525,0.043374203,0.080036038,0.000667514,0.054910848
158,211000,1,0.88,81,0.772935576,0.038503891,51,67,28,20,22,0.043893114,0.046779571,0.039878551,0.099468845,0.000434646,0.043398366
159,193000,1,0.53,80,0.401396469,0.034559221,68,66,39,20,22,0.042295443,0.040453086,0.037211722,0.113435207,0.000482034,0.048878694
160,183000,1,0.55,100,0.713530758,0.058458591,53,51,30,20,22,0.042551318,0.04424785,0.044767583,0.098434865,0.00052136,0.058249999
161,169000,1,0.81,63,0.445541673,0.063142163,46,64,40,20,22,0.043658385,0.048509176,0.041396693,0.089343669,0.000583983,0.058228345
162,226000,1,0.51,67,0.604522967,0.044719955,59,66,26,20,22,0.035153065,0.041217894,0.040336013,0.093017897,0.000684038,0.042515125
163,218000,1,0.51,77,0.636024596,0.021418355,63,69,35,20,22,0.035965146,0.048996381,0.042586795,0.10509866,0.000513847,0.057834015
164,212000,1,0.82,74,0.645717471,0.022835965,62,70,26,20,22,0.035832467,0.040062443,0.042689304,0.096133306,0.000494284,0.048467034
165,153000,1,0.71,77,0.739090008,0.034609803,56,64,36,20,22,0.040665747,0.049633909,0.036548049,0.10465176,0.000649541,0.052864828
166,231000,1,0.52,94,0.503771206,0.075852765,44,62,26,20,22,0.043573093,0.043501639,0.044871196,0.109947985,0.00049788,0.053843205
167,178000,1,0.93,77,0.661325167,0.07540946,57,52,28,20,22,0.042910458,0.040949431,0.040590214,0.115776331,0.000536509,0.057563204
168,233000,1,0.73,76,0.685693369,0.044027181,52,56,22,20,22,0.03896138,0.048848521,0.037369106,0.090912442,0.000600347,0.043113727
169,220000,1,0.95,98,0.492726001,0.020633162,69,67,23,20,22,0.036966844,0.044952778,0.039273806,0.118042102,0.000624194,0.048715749
170,236000,1,0.73,60,0.552991646,0.060740065,45,60,31,20,22,0.044555897,0.043647752,0.039909676,0.08599533,0.000570654,0.048714462
171,169000,1,0.75,76,0.403486375,0.052028985,58,57,31,20,22,0.041695272,0.041679125,0.039224017,0.084539011,0.000636709,0.055246797
172,238000,1,0.72,82,0.666442165,0.077870277,63,70,31,20,22,0.037693557,0.041425921,0.037439005,0.115087397,0.000546571,0.055615218
173,245000,1,0.77,71,0.459356783,0.077457313,42,54,22,20,22,0.037177916,0.044989848,0.039068407,0.114517096,0.000509468,0.047576155
174,191000,1,0.77,77,0.652801172,0.026646491,46,60,24,20,22,0.04000229,0.040450449,0.036691604,0.097107571,0.000434671,0.047476088
175,239000,1,0.72,99,0.461169828,0.029752962,67,57,21,20,22,0.040513047,0.048769133,0.036827606,0.085538877,0.000458522,0.057366915
176,165000,1,0.5,92,0.59502136,0.078156371,45,68,27,20,22,0.040722575,0.041583412,0.043100239,0.084735374,0.000564755,0.054995158
177,237000,1,0.72,88,0.520758433,0.067105414,60,68,25,20,22,0.043433954,0.044420608,0.036330997,0.114787324,0.000508571,0.044723867
178,185000,1,0.79,80,0.445627477,0.040966481,66,68,36,20,22,0.035717723,0.048446542,0.038157504,0.105178517,0.000536843,0.053234884
179,152000,1,0.89,59,0.678085056,0.074898262,50,63,34,20,22,0.035935554,0.043937131,0.037696141,0.110371164,0.000526694,0.042365034
180,167000,1,0.56,87,0.727465427,0.064407123,40,55,29,20,22,0.039791526,0.047502796,0.03741258,0.087251206,0.000643729,0.042325492
181,234000,1,0.82,86,0.535077448,0.026392476,40,53,39,20,22,0.042752695,0.040399767,0.043890297,0.080410359,0.00063417,0.048512353
182,194000,1,0.91,75,0.458295355,0.045992305,44,70,40,20,22,0.044379103,0.043720628,0.037366036,0.110268965,0.000627186,0.041551847
183,216000,1,0.81,54,0.402656444,0.078014092,44,53,30,20,22,0.035105415,0.041899457,0.03807093,0.103913069,0.000422899,0.056535741
184,183000,1,0.87,73,0.482841084,0.043959177,61,63,33,20,22,0.044969806,0.04947865,0.037136693,0.109366337,0.000509869,0.054938992
185,178000,1,0.9,51,0.764242274,0.031171515,58,53,22,20,22,0.038699355,0.047586672,0.044685985,0.118540961,0.000678315,0.057489807
186,156000,1,0.54,65,0.688839674,0.041173637,60,66,35,20,22,0.035913787,0.047807965,0.037772654,0.081896182,0.000548306,0.056901923
187,153000,1,0.85,62,0.633347395,0.032524183,43,64,26,20,22,0.039028481,0.049468026,0.03849415,0.08721349,0.000637543,0.053802906
188,176000,1,0.67,99,0.701841638,0.023665178,45,63,32,20,22,0.041003641,0.046276626,0.041009615,0.081608633,0.00058384,0.043808101
189,209000,1,0.74,81,0.784218204,0.077428638,52,56,20,20,22,0.043629396,0.043564353,0.041194893,0.112005569,0.000580868,0.056884353
190,161000,1,0.79,73,0.753187268,0.037584064,50,55,35,20,22,0.0367522,0.044686134,0.036369867,0.089487678,0.000462109,0.05914419
191,151000,1,0.54,57,0.742679835,0.031260497,43,68,30,20,22,0.03685715,0.049309211,0.039799653,0.096174585,0.000421198,0.044309934
192,182000,1,0.94,52,0.450249313,0.054148787,42,53,29,20,22,0.039967505,0.049359494,0.043172172,0.094711927,0.000440643,0.050918191
