input_id,index,sum_assured,Num_Policies,prem_rate_per1000,policy_fees,policy_Init_comm,policy_yearly_comm,acq_direct_expenses,acq_indirect_expense,main_direct_expenses,main_indirect_expenses,discount_rate,Total_years,asset_ret_rate,CSM_ret_Rate,risk_adjst_rate,mortality,lapse
2,18,154000,1,3,91,0.68084865,0.060586165,64,51,31,20,0.035118012,20,0.046381125,0.038895627,0.088627969,0.004025,0.05
2,19,154000,1,3,91,0.68084865,0.060586165,64,51,31,20,0.035118012,20,0.046381125,0.038895627,0.088627969,0.004025,1
3,0,206000,1,0.7,50,0.516647043,0.03125728,48,62,24,20,0.044739167,20,0.04060625,0.042588403,0.083191011,0.0004,0.05
3,1,206000,1,0.7,50,0.516647043,0.03125728,48,62,24,20,0.044739167,20,0.04060625,0.042588403,0.083191011,0.0004,0.05
3,2,206000,1,0.7,50,0.516647043,0.03125728,48,62,24,20,0.044739167,20,0.04060625,0.042588403,0.083191011,0.0005,0.05
3,3,206000,1,0.7,50,0.516647043,0.03125728,48,62,24,20,0.044739167,20,0.04060625,0.042588403,0.083191011,0.0005,0.05
3,4,206000,1,0.7,50,0.516647043,0.03125728,48,62,24,20,0.044739167,20,0.04060625,0.042588403,0.083191011,0.0006,0.05
3,5,206000,1,0.7,50,0.516647043,0.03125728,48,62,24,20,0.044739167,20,0.04060625,0.042588403,0.083191011,0.0007,0.05
3,6,206000,1,0.7,50,0.516647043,0.03125728,48,62,24,20,0.044739167,20,0.04060625,0.042588403,0.083191011,0.0007,0.05
3,7,206000,1,0.7,50,0.516647043,0.03125728,48,62,24,20,0.044739167,20,0.04060625,0.042588403,0.083191011,0.0008,0.05
3,8,206000,1,0.7,50,0.516647043,0.03125728,48,62,24,20,0.044739167,20,0.04060625,0.042588403,0.083191011,0.0009,0.05
3,9,206000,1,0.7,50,0.516647043,0.03125728,48,62,24,20,0.044739167,20,0.04060625,0.042588403,0.083191011,0.001,0.75
3,10,206000,1,3,50,0.516647043,0.03125728,48,62,24,20,0.044739167,20,0.04060625,0.042588403,0.083191011,0.001925,0.05
3,11,206000,1,3,50,0.516647043,0.03125728,48,62,24,20,0.044739167,20,0.04060625,0.042588403,0.083191011,0.002275,0.05
3,12,206000,1,3,50,0.516647043,0.03125728,48,62,24,20,0.044739167,20,0.04060625,0.042588403,0.083191011,0.00245,0.05
3,13,206000,1,3,50,0.516647043,0.03125728,48,62,24,20,0.044739167,20,0.04060625,0.042588403,0.083191011,0.002625,0.05
3,14,206000,1,3,50,0.516647043,0.03125728,48,62,24,20,0.044739167,20,0.04060625,0.042588403,0.083191011,0.002975,0.05
3,15,206000,1,3,50,0.516647043,0.03125728,48,62,24,20,0.044739167,20,0.04060625,0.042588403,0.083191011,0.00315,0.05
3,16,206000,1,3,50,0.516647043,0.03125728,48,62,24,20,0.044739167,20,0.04060625,0.042588403,0.083191011,0.003325,0.05
3,17,206000,1,3,50,0.516647043,0.03125728,48,62,24,20,0.044739167,20,0.04060625,0.042588403,0.083191011,0.003675,0.05
3,18,206000,1,3,50,0.516647043,0.03125728,48,62,24,20,0.044739167,20,0.04060625,0.042588403,0.083191011,0.004025,0.05
3,19,206000,1,3,50,0.516647043,0.03125728,48,62,24,20,0.044739167,20,0.04060625,0.042588403,0.083191011,0.004025,1
4,0,214000,1,0.7,98,0.615653761,0.071303252,49,69,33,20,0.042753793,20,0.04391499,0.039011532,0.093414033,0.0004,0.05
4,1,214000,1,0.7,98,0.615653761,0.071303252,49,69,33,20,0.042753793,20,0.04391499,0.039011532,0.093414033,0.0004,0.05
4,2,214000,1,0.7,98,0.615653761,0.071303252,49,69,33,20,0.042753793,20,0.04391499,0.039011532,0.093414033,0.0005,0.05
4,3,214000,1,0.7,98,0.615653761,0.071303252,49,69,33,20,0.042753793,20,0.04391499,0.039011532,0.093414033,0.0005,0.05
4,4,214000,1,0.7,98,0.615653761,0.071303252,49,69,33,20,0.042753793,20,0.04391499,0.039011532,0.093414033,0.0006,0.05
4,5,214000,1,0.7,98,0.615653761,0.071303252,49,69,33,20,0.042753793,20,0.04391499,0.039011532,0.093414033,0.0007,0.05
4,6,214000,1,0.7,98,0.615653761,0.071303252,49,69,33,20,0.042753793,20,0.04391499,0.039011532,0.093414033,0.0007,0.05
4,7,214000,1,0.7,98,0.615653761,0.071303252,49,69,33,20,0.042753793,20,0.04391499,0.039011532,0.093414033,0.0008,0.05
4,8,214000,1,0.7,98,0.615653761,0.071303252,49,69,33,20,0.042753793,20,0.04391499,0.039011532,0.093414033,0.0009,0.05
4,9,214000,1,0.7,98,0.615653761,0.071303252,49,69,33,20,0.042753793,20,0.04391499,0.039011532,0.093414033,0.001,0.75
4,10,214000,1,3,98,0.615653761,0.071303252,49,69,33,20,0.042753793,20,0.04391499,0.039011532,0.093414033,0.001925,0.05
4,11,214000,1,3,98,0.615653761,0.071303252,49,69,33,20,0.042753793,20,0.04391499,0.039011532,0.093414033,0.002275,0.05
4,12,214000,1,3,98,0.615653761,0.071303252,49,69,33,20,0.042753793,20,0.04391499,0.039011532,0.093414033,0.00245,0.05
4,13,214000,1,3,98,0.615653761,0.071303252,49,69,33,20,0.042753793,20,0.04391499,0.039011532,0.093414033,0.002625,0.05
4,14,214000,1,3,98,0.615653761,0.071303252,49,69,33,20,0.042753793,20,0.04391499,0.039011532,0.093414033,0.002975,0.05
4,15,214000,1,3,98,0.615653761,0.071303252,49,69,33,20,0.042753793,20,0.04391499,0.039011532,0.093414033,0.00315,0.05
4,16,214000,1,3,98,0.615653761,0.071303252,49,69,33,20,0.042753793,20,0.04391499,0.039011532,0.093414033,0.003325,0.05
4,17,214000,1,3,98,0.615653761,0.071303252,49,69,33,20,0.042753793,20,0.04391499,0.039011532,0.093414033,0.003675,0.05
4,18,214000,1,3,98,0.615653761,0.071303252,49,69,33,20,0.042753793,20,0.04391499,0.039011532,0.093414033,0.004025,0.05
4,19,214000,1,3,98,0.615653761,0.071303252,49,69,33,20,0.042753793,20,0.04391499,0.039011532,0.093414033,0.004025,1
5,0,200000,1,0.7,63,0.624992052,0.051243182,60,58,34,20,0.041753135,20,0.04489851,0.040776809,0.087901707,0.0004,0.05
5,1,200000,1,0.7,63,0.624992052,0.051243182,60,58,34,20,0.041753135,20,0.04489851,0.040776809,0.087901707,0.0004,0.05
5,2,200000,1,0.7,63,0.624992052,0.051243182,60,58,34,20,0.041753135,20,0.04489851,0.040776809,0.087901707,0.0005,0.05
5,3,200000,1,0.7,63,0.624992052,0.051243182,60,58,34,20,0.041753135,20,0.04489851,0.040776809,0.087901707,0.0005,0.05
5,4,200000,1,0.7,63,0.624992052,0.051243182,60,58,34,20,0.041753135,20,0.04489851,0.040776809,0.087901707,0.0006,0.05
5,5,200000,1,0.7,63,0.624992052,0.051243182,60,58,34,20,0.041753135,20,0.04489851,0.040776809,0.087901707,0.0007,0.05
5,6,200000,1,0.7,63,0.624992052,0.051243182,60,58,34,20,0.041753135,20,0.04489851,0.040776809,0.087901707,0.0007,0.05
5,7,200000,1,0.7,63,0.624992052,0.051243182,60,58,34,20,0.041753135,20,0.04489851,0.040776809,0.087901707,0.0008,0.05
5,8,200000,1,0.7,63,0.624992052,0.051243182,60,58,34,20,0.041753135,20,0.04489851,0.040776809,0.087901707,0.0009,0.05
5,9,200000,1,0.7,63,0.624992052,0.051243182,60,58,34,20,0.041753135,20,0.04489851,0.040776809,0.087901707,0.001,0.75
5,10,200000,1,3,63,0.624992052,0.051243182,60,58,34,20,0.041753135,20,0.04489851,0.040776809,0.087901707,0.001925,0.05
5,11,200000,1,3,63,0.624992052,0.051243182,60,58,34,20,0.041753135,20,0.04489851,0.040776809,0.087901707,0.002275,0.05
5,12,200000,1,3,63,0.624992052,0.051243182,60,58,34,20,0.041753135,20,0.04489851,0.040776809,0.087901707,0.00245,0.05
5,13,200000,1,3,63,0.624992052,0.051243182,60,58,34,20,0.041753135,20,0.04489851,0.040776809,0.087901707,0.002625,0.05
5,14,200000,1,3,63,0.624992052,0.051243182,60,58,34,20,0.041753135,20,0.04489851,0.040776809,0.087901707,0.002975,0.05
5,15,200000,1,3,63,0.624992052,0.051243182,60,58,34,20,0.041753135,20,0.04489851,0.040776809,0.087901707,0.00315,0.05
5,16,200000,1,3,63,0.624992052,0.051243182,60,58,34,20,0.041753135,20,0.04489851,0.040776809,0.087901707,0.003325,0.05
5,17,200000,1,3,63,0.624992052,0.051243182,60,58,34,20,0.041753135,20,0.04489851,0.040776809,0.087901707,0.003675,0.05
5,18,200000,1,3,63,0.624992052,0.051243182,60,58,34,20,0.041753135,20,0.04489851,0.040776809,0.087901707,0.004025,0.05
5,19,200000,1,3,63,0.624992052,0.051243182,60,58,34,20,0.041753135,20,0.04489851,0.040776809,0.087901707,0.004025,1
6,0,232000,1,0.7,85,0.519377703,0.064258999,60,66,28,20,0.043595804,20,0.048085193,0.042716224,0.089925555,0.0004,0.05
6,1,232000,1,0.7,85,0.519377703,0.064258999,60,66,28,20,0.043595804,20,0.048085193,0.042716224,0.089925555,0.0004,0.05
6,2,232000,1,0.7,85,0.519377703,0.064258999,60,66,28,20,0.043595804,20,0.048085193,0.042716224,0.089925555,0.0005,0.05
6,3,232000,1,0.7,85,0.519377703,0.064258999,60,66,28,20,0.043595804,20,0.048085193,0.042716224,0.089925555,0.0005,0.05
6,4,232000,1,0.7,85,0.519377703,0.064258999,60,66,28,20,0.043595804,20,0.048085193,0.042716224,0.089925555,0.0006,0.05
6,5,232000,1,0.7,85,0.519377703,0.064258999,60,66,28,20,0.043595804,20,0.048085193,0.042716224,0.089925555,0.0007,0.05
6,6,232000,1,0.7,85,0.519377703,0.064258999,60,66,28,20,0.043595804,20,0.048085193,0.042716224,0.089925555,0.0007,0.05
6,7,232000,1,0.7,85,0.519377703,0.064258999,60,66,28,20,0.043595804,20,0.048085193,0.042716224,0.089925555,0.0008,0.05
6,8,232000,1,0.7,85,0.519377703,0.064258999,60,66,28,20,0.043595804,20,0.048085193,0.042716224,0.089925555,0.0009,0.05
6,9,232000,1,0.7,85,0.519377703,0.064258999,60,66,28,20,0.043595804,20,0.048085193,0.042716224,0.089925555,0.001,0.75
6,10,232000,1,3,85,0.519377703,0.064258999,60,66,28,20,0.043595804,20,0.048085193,0.042716224,0.089925555,0.001925,0.05
6,11,232000,1,3,85,0.519377703,0.064258999,60,66,28,20,0.043595804,20,0.048085193,0.042716224,0.089925555,0.002275,0.05
6,12,232000,1,3,85,0.519377703,0.064258999,60,66,28,20,0.043595804,20,0.048085193,0.042716224,0.089925555,0.00245,0.05
6,13,232000,1,3,85,0.519377703,0.064258999,60,66,28,20,0.043595804,20,0.048085193,0.042716224,0.089925555,0.002625,0.05
6,14,232000,1,3,85,0.519377703,0.064258999,60,66,28,20,0.043595804,20,0.048085193,0.042716224,0.089925555,0.002975,0.05
6,15,232000,1,3,85,0.519377703,0.064258999,60,66,28,20,0.043595804,20,0.048085193,0.042716224,0.089925555,0.00315,0.05
6,16,232000,1,3,85,0.519377703,0.064258999,60,66,28,20,0.043595804,20,0.048085193,0.042716224,0.089925555,0.003325,0.05
6,17,232000,1,3,85,0.519377703,0.064258999,60,66,28,20,0.043595804,20,0.048085193,0.042716224,0.089925555,0.003675,0.05
6,18,232000,1,3,85,0.519377703,0.064258999,60,66,28,20,0.043595804,20,0.048085193,0.042716224,0.089925555,0.004025,0.05
6,19,232000,1,3,85,0.519377703,0.064258999,60,66,28,20,0.043595804,20,0.048085193,0.042716224,0.089925555,0.004025,1
7,0,235000,1,0.7,82,0.58652251,0.05536621,57,64,38,20,0.044068863,20,0.043521823,0.04403362,0.110607081,0.0004,0.05
7,1,235000,1,0.7,82,0.58652251,0.05536621,57,64,38,20,0.044068863,20,0.043521823,0.04403362,0.110607081,0.0004,0.05
7,2,235000,1,0.7,82,0.58652251,0.05536621,57,64,38,20,0.044068863,20,0.043521823,0.04403362,0.110607081,0.0005,0.05
7,3,235000,1,0.7,82,0.58652251,0.05536621,57,64,38,20,0.044068863,20,0.043521823,0.04403362,0.110607081,0.0005,0.05
7,4,235000,1,0.7,82,0.58652251,0.05536621,57,64,38,20,0.044068863,20,0.043521823,0.04403362,0.110607081,0.0006,0.05
7,5,235000,1,0.7,82,0.58652251,0.05536621,57,64,38,20,0.044068863,20,0.043521823,0.04403362,0.110607081,0.0007,0.05
7,6,235000,1,0.7,82,0.58652251,0.05536621,57,64,38,20,0.044068863,20,0.043521823,0.04403362,0.110607081,0.0007,0.05
7,7,235000,1,0.7,82,0.58652251,0.05536621,57,64,38,20,0.044068863,20,0.043521823,0.04403362,0.110607081,0.0008,0.05
7,8,235000,1,0.7,82,0.58652251,0.05536621,57,64,38,20,0.044068863,20,0.043521823,0.04403362,0.110607081,0.0009,0.05
7,9,235000,1,0.7,82,0.58652251,0.05536621,57,64,38,20,0.044068863,20,0.043521823,0.04403362,0.110607081,0.001,0.75
7,10,235000,1,3,82,0.58652251,0.05536621,57,64,38,20,0.044068863,20,0.043521823,0.04403362,0.110607081,0.001925,0.05
7,11,235000,1,3,82,0.58652251,0.05536621,57,64,38,20,0.044068863,20,0.043521823,0.04403362,0.110607081,0.002275,0.05
7,12,235000,1,3,82,0.58652251,0.05536621,57,64,38,20,0.044068863,20,0.043521823,0.04403362,0.110607081,0.00245,0.05
7,13,235000,1,3,82,0.58652251,0.05536621,57,64,38,20,0.044068863,20,0.043521823,0.04403362,0.110607081,0.002625,0.05
7,14,235000,1,3,82,0.58652251,0.05536621,57,64,38,20,0.044068863,20,0.043521823,0.04403362,0.110607081,0.002975,0.05
7,15,235000,1,3,82,0.58652251,0.05536621,57,64,38,20,0.044068863,20,0.043521823,0.04403362,0.110607081,0.00315,0.05
7,16,235000,1,3,82,0.58652251,0.05536621,57,64,38,20,0.044068863,20,0.043521823,0.04403362,0.110607081,0.003325,0.05
7,17,235000,1,3,82,0.58652251,0.05536621,57,64,38,20,0.044068863,20,0.043521823,0.04403362,0.110607081,0.003675,0.05
7,18,235000,1,3,82,0.58652251,0.05536621,57,64,38,20,0.044068863,20,0.043521823,0.04403362,0.110607081,0.004025,0.05
7,19,235000,1,3,82,0.58652251,0.05536621,57,64,38,20,0.044068863,20,0.043521823,0.04403362,0.110607081,0.004025,1
8,0,177000,1,0.7,96,0.521382398,0.061960937,55,54,40,20,0.040894266,20,0.046151915,0.036330014,0.09043325,0.0004,0.05
8,1,177000,1,0.7,96,0.521382398,0.061960937,55,54,40,20,0.040894266,20,0.046151915,0.036330014,0.09043325,0.0004,0.05
8,2,177000,1,0.7,96,0.521382398,0.061960937,55,54,40,20,0.040894266,20,0.046151915,0.036330014,0.09043325,0.0005,0.05
8,3,177000,1,0.7,96,0.521382398,0.061960937,55,54,40,20,0.040894266,20,0.046151915,0.036330014,0.09043325,0.0005,0.05
8,4,177000,1,0.7,96,0.521382398,0.061960937,55,54,40,20,0.040894266,20,0.046151915,0.036330014,0.09043325,0.0006,0.05
8,5,177000,1,0.7,96,0.521382398,0.061960937,55,54,40,20,0.040894266,20,0.046151915,0.036330014,0.09043325,0.0007,0.05
8,6,177000,1,0.7,96,0.521382398,0.061960937,55,54,40,20,0.040894266,20,0.046151915,0.036330014,0.09043325,0.0007,0.05
8,7,177000,1,0.7,96,0.521382398,0.061960937,55,54,40,20,0.040894266,20,0.046151915,0.036330014,0.09043325,0.0008,0.05
8,8,177000,1,0.7,96,0.521382398,0.061960937,55,54,40,20,0.040894266,20,0.046151915,0.036330014,0.09043325,0.0009,0.05
8,9,177000,1,0.7,96,0.521382398,0.061960937,55,54,40,20,0.040894266,20,0.046151915,0.036330014,0.09043325,0.001,0.75
8,10,177000,1,3,96,0.521382398,0.061960937,55,54,40,20,0.040894266,20,0.046151915,0.036330014,0.09043325,0.001925,0.05
8,11,177000,1,3,96,0.521382398,0.061960937,55,54,40,20,0.040894266,20,0.046151915,0.036330014,0.09043325,0.002275,0.05
8,12,177000,1,3,96,0.521382398,0.061960937,55,54,40,20,0.040894266,20,0.046151915,0.036330014,0.09043325,0.00245,0.05
8,13,177000,1,3,96,0.521382398,0.061960937,55,54,40,20,0.040894266,20,0.046151915,0.036330014,0.09043325,0.002625,0.05
8,14,177000,1,3,96,0.521382398,0.061960937,55,54,40,20,0.040894266,20,0.046151915,0.036330014,0.09043325,0.002975,0.05
8,15,177000,1,3,96,0.521382398,0.061960937,55,54,40,20,0.040894266,20,0.046151915,0.036330014,0.09043325,0.00315,0.05
8,16,177000,1,3,96,0.521382398,0.061960937,55,54,40,20,0.040894266,20,0.046151915,0.036330014,0.09043325,0.003325,0.05
8,17,177000,1,3,96,0.521382398,0.061960937,55,54,40,20,0.040894266,20,0.046151915,0.036330014,0.09043325,0.003675,0.05
8,18,177000,1,3,96,0.521382398,0.061960937,55,54,40,20,0.040894266,20,0.046151915,0.036330014,0.09043325,0.004025,0.05
8,19,177000,1,3,96,0.521382398,0.061960937,55,54,40,20,0.040894266,20,0.046151915,0.036330014,0.09043325,0.004025,1
9,0,159000,1,0.7,55,0.654881839,0.071191271,69,60,39,20,0.040077289,20,0.040510595,0.041229702,0.099673353,0.0004,0.05
9,1,159000,1,0.7,55,0.654881839,0.071191271,69,60,39,20,0.040077289,20,0.040510595,0.041229702,0.099673353,0.0004,0.05
9,2,159000,1,0.7,55,0.654881839,0.071191271,69,60,39,20,0.040077289,20,0.040510595,0.041229702,0.099673353,0.0005,0.05
9,3,159000,1,0.7,55,0.654881839,0.071191271,69,60,39,20,0.040077289,20,0.040510595,0.041229702,0.099673353,0.0005,0.05
9,4,159000,1,0.7,55,0.654881839,0.071191271,69,60,39,20,0.040077289,20,0.040510595,0.041229702,0.099673353,0.0006,0.05
9,5,159000,1,0.7,55,0.654881839,0.071191271,69,60,39,20,0.040077289,20,0.040510595,0.041229702,0.099673353,0.0007,0.05
9,6,159000,1,0.7,55,0.654881839,0.071191271,69,60,39,20,0.040077289,20,0.040510595,0.041229702,0.099673353,0.0007,0.05
9,7,159000,1,0.7,55,0.654881839,0.071191271,69,60,39,20,0.040077289,20,0.040510595,0.041229702,0.099673353,0.0008,0.05
9,8,159000,1,0.7,55,0.654881839,0.071191271,69,60,39,20,0.040077289,20,0.040510595,0.041229702,0.099673353,0.0009,0.05
9,9,159000,1,0.7,55,0.654881839,0.071191271,69,60,39,20,0.040077289,20,0.040510595,0.041229702,0.099673353,0.001,0.75
9,10,159000,1,3,55,0.654881839,0.071191271,69,60,39,20,0.040077289,20,0.040510595,0.041229702,0.099673353,0.001925,0.05
9,11,159000,1,3,55,0.654881839,0.071191271,69,60,39,20,0.040077289,20,0.040510595,0.041229702,0.099673353,0.002275,0.05
9,12,159000,1,3,55,0.654881839,0.071191271,69,60,39,20,0.040077289,20,0.040510595,0.041229702,0.099673353,0.00245,0.05
9,13,159000,1,3,55,0.654881839,0.071191271,69,60,39,20,0.040077289,20,0.040510595,0.041229702,0.099673353,0.002625,0.05
9,14,159000,1,3,55,0.654881839,0.071191271,69,60,39,20,0.040077289,20,0.040510595,0.041229702,0.099673353,0.002975,0.05
9,15,159000,1,3,55,0.654881839,0.071191271,69,60,39,20,0.040077289,20,0.040510595,0.041229702,0.099673353,0.00315,0.05
9,16,159000,1,3,55,0.654881839,0.071191271,69,60,39,20,0.040077289,20,0.040510595,0.041229702,0.099673353,0.003325,0.05
9,17,159000,1,3,55,0.654881839,0.071191271,69,60,39,20,0.040077289,20,0.040510595,0.041229702,0.099673353,0.003675,0.05
9,18,159000,1,3,55,0.654881839,0.071191271,69,60,39,20,0.040077289,20,0.040510595,0.041229702,0.099673353,0.004025,0.05
9,19,159000,1,3,55,0.654881839,0.071191271,69,60,39,20,0.040077289,20,0.040510595,0.041229702,0.099673353,0.004025,1
10,0,202000,1,0.7,98,0.597932481,0.037070988,67,52,40,20,0.035644004,20,0.049613459,0.044519007,0.09286086,0.0004,0.05
10,1,202000,1,0.7,98,0.597932481,0.037070988,67,52,40,20,0.035644004,20,0.049613459,0.044519007,0.09286086,0.0004,0.05
